listing_id,host_id,description,transit,property_type,room_type,accommodates,num_bathrooms,num_bedrooms,amenities
8942678,46675077,"Welcome to Seattle! Enjoy your stay in a  turn-of-the-century Queen Anne home. Lovely setting in the heart of the city. Cosy up with a cup of coffee in the window seat or enjoy all of the fabulous Seattle restaurants, cafes and shops 1 block away. Centrally located spacious home in the heart of the city- 1 block away from world class restaurants, cafes and shops.  The house is across the street from a soccer field and park making it a perfect location for kids. Start your morning with an El Diablo cafe and then explore Seattle. It's an easy bus ride (or walk- 1/2 mile) to Seattle Center, Pike Place Market and all that downtown Seattle has to offer. Close to Green Lake, the University District and Capital Hill. -Easy access to restaurants, cafes, shopping and grocery stores. -across the street from a soccer field and park -3 blocks to bus stop -1/2 mile to downtown Seattle, Seattle Center, Opera House, Benaroya Hall -Close to Green Lake, the University District, Capitol Hill Easy email,",The bus stop is 3 blocks away. You are an easy ride to everywhere.,House,Entire home/apt,8,2,4,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}"
10106055,51860756,"Greetings!  Our home is a beautiful, 1920's 4 bedroom craftsman in the iconic Seattle neighborhood of Queen Anne, featuring spectacular views of Elliot Bay and the Olympics. Amenities include washer/dryer, full living room, private entry & bathroom! The space we are renting is the entire lower level of our home, featuring a private bedroom, bathroom, living room and personal entry off the back patio. The cozy room features a comfortable full bed, spacious closet and exposed brickwork. The bathroom has a shower and sink, and the living room is a great place to hang out and relax. The lower level/basement is entirely yours. We provide a guest key, which will let you into your private entry off the back patio. Alex and I work opposite schedules, him during the day and some evenings, myself evenings only. So chances are someone will always be available to help settle you in! We love talking to people and making new friends, but we do ask that you respect early bedtimes and our privacy on t","Our home is conveniently located within walking distance of downtown Seattle, the historic waterfront, and Pike Place Market. The number one bus stops at the end of our block, with easy access to downtown and the south end, plus convenient connections to Capitol Hill, the University District, and Ballard. Uber and Lyft also make transportation a breeze, and there is ample street parking on our block. We also have several mountain bikes at the house if you're feeling adventurous and would like to tour the city on two wheels!",House,Private room,2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}"
6362362,33147763,"Enjoy Seattle from the ideally located Queen Anne Hill.  Enjoy the quaintness and charm of Queen Anne while having easy access to all around the area. L Step into the main living space with sitting areas, kitchen and lovely outdoor space.  The Master bedroom and bath are on the top level with the lower level housing two small bedrooms and a shared bathroom and shower.  One room has a double bed and the other has a twin trundle.  The location is close to Queen Anne Avenue with easy access to Downtown Seattle, I-5 and 99.  Minutes from Seattle Center, Space Needle, Pike Place Market, Seattle Waterfront, Elliott Bay, Ballard, Lake Union, Green Lake, Century Link Field, etc. I will be available to answer questions by phone or text while you enjoy your stay in Seattle. 10th Avenue West is on the bus line taking you downtown Seattle. There is plenty of street parking and one designated parking space in front of the house.",10th Avenue West is on the bus line taking you downtown Seattle.,House,Entire home/apt,5,2.5,3,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}"
3544550,16708587,"Our home is very light and full of character and charm.  Great gourmet kitchen and large living room with sunset views of the water.  3 bedrooms, 2.25 bath, large private garden with fountain and plenty of parking.  Located 5 minutes from downtown. Our home is a brick tudor/cottage built in 1937.  Original beveled glass windows, beautiful hardwoods and sunset water views.  Located in the desirable Queen Anne neighborhood just a few blocks from coffee shops, restaurants, grocery. This is a enchanted, open, light house with a wonderful garden, fountain, play space, large living spaces and views of the sound.  Great for 2 families with kids.  The living room is very large with views of the water, fireplace and a great space to socialize.  Large dining room with table for 6 or when extended 10 people.  There is also a library on the main floor with large couch and views of the water.  The 3 bedrooms can accommodate 8 people with 1 queen, 1 full bed and 2 twin beds.  The master also has a d","A bus stop is just 2 blocks away.   Easy bus access to all the sites: Lower Queen Anne, Seattle Center, The Space Needle, Experience Music Project, Chihuly Glass Museum, Pacific Science Center and more.",House,Entire home/apt,8,2.5,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}"
9025039,68155,"Our cozy little bungalow is the perfect place to relax and call home during your trip to the Emerald City!  2 comfortable bedrooms, 1 bath, endless charm--located at the top of Queen Anne.  Family friendly! One bedroom has a queen sized bed, and the other has bunk beds with a full size on the bottom, and twin on top.  The living room futon also makes a comfortable double bed, if you need more space to stretch out. The Queen Anne neighborhood is one of the most coveted areas in Seattle.  It is very safe and the residential streets are quiet, but Queen Anne Avenue is an easy walk or drive away, and bustling with activity, great restaurants, and shopping.  Seattle Center is right at the bottom of ""The Hill,"" and you can be in the middle of downtown Seattle in a few short minutes. There are several bus lines within a few blocks, and there is a bus stop one block away that runs straight into downtown.  The neighborhood is also very walkable. There are several bus routes a few short steps aw","There are several bus routes a few short steps away, and shops, cafes, grocery stores...everything within a few minutes' walk.",House,Entire home/apt,5,1,2,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}"
8195629,43229398,"I love my little cottage! Clean, original 1920s space. Can walk everywhere! Easily sleeps 3 -- Queen bed and a single pull out couch. Great kitchen, gas stove, huge dining room table. Own front door. Quiet but close to the bustle. Front door access, keys will be provided. Via text message, mostly. Close to coffee, bars, capitol hill!",,Condominium,Entire home/apt,3,1,1,"{""Wireless Internet"",""Free Parking on Premises"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}"
3200646,4016632,"Micro camper with queen size bed and seating for two ! (well 70 x 60 ) This camper is small if your over six feet tall this is not the camper for you . Claustrophobic keep looking ! but if you are into seeing how small you can go this is PERFECT  The Spruce Kaboose is a hand built one of a kind tiny bedroom on wheels. If you are tall (6 foot or over) this is not the rental for you. However, for the smaller in stature this place is golden. The bed measures 70''L x 60''w. Plenty of storage underneath for your suitcases, light, power, heater, fan.  high speed WI-FI. You will have your private trailer in our backyard and access to the yard and SHARED bathroom GATE IS ON THE EAST SIDE OF THE HOUSE TO GAIN ACCESS TO OUR BACK YARD. We will leave you alone unless you want to talk or need anything.  Interbay is right between downtown Seattle and Ballard. We are just two blocks from a Whole Foods and on the D bus line.  We are on the D bus line.  If you are busing from the airport DO NOT take th",We are on the D bus line.  If you are busing from the airport DO NOT take the #1 or you will have a long way to walk.,Camper/RV,Private room,2,1,1,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}"
8859380,3792761,"This three bedroom flat is your gorgeous retreat in Seattle. It is located on Queen Anne, a neighborhood that is known as the “best neighborhood to live in."" You will lack nothing in this fully equipped  home, ideal for long stays. You won't want to leave your home away from home as this property boasts 180 degree views, and has all the amenities you need for an exceptional stay.  Queen Anne is the best of both worlds, set just 5 minutes from downtown, yet in a beautiful walking neighborhood with everything you need from groceries and restaurants to boutiques and services. This 1,800 sq ft apartment is only 1 of 3 units in a mid-century modern building. Appointed with beautiful furnishings along with a terrace where you can enjoy the view of ferry boats crossing all day and amazing sunsets. Open living, dining and office space, which also boasts a beautiful wood burning fireplace. Fully stocked kitchen that any Chef would be happy in, with All-Clad cookware and everything you need for","You have on-site parking if you have a car. If not the bus is across the street, and there is also a City Bike station 8 minute walk from the property. You are very centrally located and everything is so close.",Apartment,Entire home/apt,6,2,3,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
4520099,6184895,"Designer home situated on Queen Anne Hill overlooking Magnolia.  Enjoy custom furnishings, gourmet kitchen, spa bathroom, and a cozy bedroom.  Easy access to downtown Seattle, Ballard and Fremont.  Whole Foods is just a walk away.  *all building construction is finished. During the summer, there was construction on the building but they are finished now.  The building has been completely updated on the outside and my unit is completely remodeled too. Guest have access to the all the kitchen items and laundry area.  All the drawers and closet in the bedroom are off limits. This is a really quiet neighborhood with plenty of free street parking.  Great walking neighborhood with parks close by and great stair climbs. There is a very convenient bus line a block away that will take you anywhere in the city.  In the neighborhood, there is plenty of free street parking. My neighbors are really quiet and the condo doesn't share any walls with other units.  The bedroom has blackout curtains, so ","There is a very convenient bus line a block away that will take you anywhere in the city.  In the neighborhood, there is plenty of free street parking.",Apartment,Entire home/apt,3,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}"
2481869,5177328,"Enjoy your own 1 BR cottage atop Queen Anne hill! Just renovated, this little home is airy and bright, with its own studio/work space/garage below for long-term guests. Beautiful carriage house in an extremely safe, quiet and pedestrian-friendly section of Queen Anne.  A leafy-green location that puts the best of Seattle at your doorstep. Free WiFi, free parking, ...even free pillows!*  What's special about this place? A beautiful restoration mixing period details  modern sensibilities: Hardwood floors throughout, white subway tile, low/no VOCs  non-toxic paints keep this home-away-from-home clean, smart and healthy. Radiant heat and oil radiators mean no blowing hot air or dust.  Hypo-allergenic bedding, mattresses/covers and new pillows with each rental. (So feel free to take your new pillows with you!)  Great Amenities: Free WiFi & internet TV. LED 39"" flatscreen TV. Fully-equipped kitchen with stainless-steel appliances, sink & disposal. Large washer & dryer.  Iron/ironing board. H","Convenient bus stops are just down the block, if you're headed downtown or further afield to explore.  Zip cars are also strategically located on Queen Anne hill.",Apartment,Entire home/apt,4,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}"
1110749,5325329,"Charming, clean, picturesque home in perfect location for exploring Seattle (1.5 miles to downtown).   This three bedroom dutch colonial is located in the center of historic Queen Anne, near everything.  Seattle Center, pike market, and lake union Charming, clean, picturesque home in perfect location for exploring Seattle (1.5 miles to downtown).   This three bedroom dutch colonial is located in the center of historic Queen Anne, near everything.  The house comes with full amenities (cable, dishwasher, internet, laundry, etc.), and accommodates 6 comfortably.   The house is kid-friendly and owners can provide baby ""amenities"" for guests if needed. Groceries can also be provided as a service (contact owner for details). The house is tucked back from a lovely and quiet street, with a welcoming garden in front, and a private fenced-in backyard with alley access.   Upper Queen Anne as a neighborhood is quiet despite being in the heart of Seattle, and there is plenty of free parking.   With","Public transportation is only a short walk from the house, and taxi's are very reasonable to downtown",House,Entire home/apt,6,1.5,3,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}"
7651653,9423731,"Our beautiful condo is available for stays a month or longer only. Located in the heart of Queen Anne with a view of downtown and the Space Needle. Beautiful, newly remodeled top floor condo with vaulted ceilings and custom furnishings. Access to the unit and off-street parking I am available via phone and email 24/7. Queen Anne is walking distance to downtown, Seattle Center (Space Needle, Chihuly Gardens & Glass, the EMP, restaurants, cafes, etc. It is a fabulous place to live and visit. It is super easy to get around from this location. You can walk, bike, Uber/Lyft, grab a Car2Go or jump on the bus.","It is super easy to get around from this location. You can walk, bike, Uber/Lyft, grab a Car2Go or jump on the bus.",Apartment,Entire home/apt,2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}"
5978498,31037494,"2 stories private home, open concept living room, floor 2 ceiling windows view Puget Sound & Olympic Mountains. Gourmet kitchen, formal dining room, 2 BR, 3 full bath inc bear claw tub, walk to cafes, restaurants. Private sanctuary steps down hill. My home is 3 stories professionally decorated and as you walk in you feel the warmth of the original fir floors. Main floor is open concept living room with large flat screen tv, floor to ceiling windows, gourmet kitchen, Tuscan feeling informal dining room, formal dining room with cherry furniture, as well as a family room/reading room with best views in the house, along with a full bath including bear claw tub. The flow of this first floor is open, airy, sunny, private. Both the kitchen and front door of the home open to two large outdoor living spaces for that indoor/outdoor feel. Outside you are surrounded by the abundant trees, flowers and green that is typical of the Pacific Northwest. Pick anything you want from the garden.  1ST FLOOR",200 feet to bus stop,House,Entire home/apt,4,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}"
5021081,25906186,"Beautiful Water View, Minutes to Pier, Space Needle, Downtown, Family Friendly. This 1,920 sq ft 4 bedrooms, 3.5 baths with formal living & dining room plus a bonus room will offer you breathtaking water views of Puget Sound and a private backyard. ONLY vacation rental available in a desirable neighborhood of lower Queen Anne. Rates are subject to change at any time. Please add $50 if your staying involves a holiday (Thanksgiving, Christmas, New Years, Fourth of July, Memorial Day & Labor Day). Full Payment is required 1 month prior to arriving. If payment is not received on time, date become available for others to book. Furniture may vary. Clothes Dryer Fireplace Hair Dryer Heating Internet Iron & Board Linens Provided Living Room Parking Telephone Towels Provided Washing Machine Very conveniently located close to downtown (minutes) and accessible to freeways, whole food super market, gas stations, golf club, winery, pubs, pike place market, pier Public transport is available next st",Public transport is available next street and is accessible to downtown very easily.,House,Entire home/apt,7,3.5,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}"
1686930,8916363,"Welcome to the Queen Anne Hideaway.  Your home away from home is a lower level unit below a vintage Queen Anne landmark home.  Take advantage of an incredible savings over a hotel in a pet and family friendly environment.  Pet friendly flooring, dog bed, kennel, and a fenced yard make this the perfect spot to vacation with your pups.   Beautifully furnished, luxury beds with feather toppers, patio with fenced yard, and all the details you need to make your stay perfect.  Our apartment has two bedroom (walls not shared) both with queen beds.  The living area features a flat screen TV, couch, and two of the ugliest recliners you have ever seen.   The kitchen is stocked for all your cooking needs, however, be prepared to do dishes the old fashioned way!  You will find all the condiments and extras on hand necessary, including coffee and creamer (priority uno).    Our one bathroom is updated with a  shower stall and new vanity.  What it lacks in space it makes up for in being well stocked.","Transportation:  If you aren't planning on renting a car (not necessary in my mind) we have some great options.   Airport Car Service: ABC Transport (phone number hidden)    The dispatchers could not be nicer and the rate is flat $35 (tip not included) to and from Seatac Airport.  The cars are huge old town cars and the drivers can be a bit rough around the edges but I've used them countless times. They are absolutely always on time both coming and going, and the extra trunk space for suit cases is great.  It is CHEAPER to use this service than to take a cab.  Just FYI. Around Seattle: UBER CAR SERVICE The Uber app connects you to a driver at the tap of a button.  Once the app is installed on your phone you can pull up a map to see the cars in your area.  When you install the app you will put in your payment information.  Once ready for a car simply pull up the app, drop a pin at your location, and wait for a car in the area to confirm they will pick you up.  You will get a text messag",Apartment,Entire home/apt,4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}"
7680289,40335071,"Vintage 1927 4plex in perfect Queen Anne location. Elliott Bay views! Hardwoods, built-ins, natural light. Queen bed w/ new mattress. Charm & updated amenities: A/C, free Wi-Fi, Roku, Cable TV, HBO, Private WD, Additional hide-a-bed. Very clean! Well cared-for building with many charming details. Attention to detail with furnishings. Clean Apartment with private outdoor space and shared backyard to relax in the sun, BBQ or enjoy a game of corn hole. Fully stocked kitchen with Keurig, complimentary coffee and bottled waters. Large bedroom with walk-in closet, private washer / dryer, queen sized bed, 2nd queen sized hide-a-bed sofa. Sweeping sunset views of Elliot Bay from spacious living room and dining space. Dart board, Chess board, Poker set, ROKU, Cable TV, Free HBO and free wireless high speed internet! Complete apartment with private bedroom, bathroom, kitchen, dining area, large living room, private patio and shared backyard space. Private Washer and Dryer, walk-in closet.  4 dig",Close to multiple bus stops. Bike storage. Designated parking space at building. Active UBER location.,Apartment,Entire home/apt,4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}"
7207641,6544973,"*** NEW LISTING - August 2015 *** Relax and revive at this urban 3-bedroom sanctuary centrally located in Seattle's most charming and desirable neighborhood. Relax and revive at this urban 3-bedroom sanctuary centrally located in one of Seattle's most charming and desirable neighborhoods. The location is hard to beat, just three leafy blocks from Queen Anne's main drag with it's great array of shops, cafes and restaurants and five blocks from the most famous picture-postcard lookout point of the city skyline at Kerry Park. With good public transportation, it is just a 10-minute ride to the popular Seattle Center, exciting downtown, or trendy Capitol Hill.   For dinner, Queen Anne has a restaurant to suit any taste or budget, or why not release your inner chef in the gourmet kitchen with island cook top and double ovens. Afterwards take a soothing bath in the master suite's soaker tub or reinvigorate in the walk-in shower. Before bed, snuggle up in the giant leather chesterfield and cat","The location is hard to beat with all the best things the neighborhood has to offer within easy walking distance: just three blocks from Queen Anne's main drag with it's great array of shops, cafes and restaurants and five blocks from the most famous picture-postcard lookout point of the city skyline at Kerry Park. Two to three blocks from multiple bus stops with access to downtown. Ample on street parking with the option to park on the drive.",House,Entire home/apt,8,3,3,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}"
6278191,25804261,"This spacious studio in a desirable Belltown location is just steps from restaurants, shops, bars and not to mention around the corner from Space Needle and Pike's Place! Couch turns into queen size bed space for 2 to sleep on. Prior arrangement for check in will be made with you as well as a meeting place which is normally at the Rite Aide across the street or at the building itself. These arrangements will be sent to you via message on airbnb the day before or day of your arrival. It is important to know what time you are checking in so these such arrangements can be made as to where to meet. I'm available to you 24 hours a day while your staying in my place. If you need anything, please feel free to ask.",,Apartment,Entire home/apt,4,1,1,"{TV,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}"
5062445,21072725,"Our century old Upper Queen Anne house is located near beautiful postcard-esc views of the city, and close/easy bus lines. Shared kitchen and bathroom. Three easy-going roommates. And a home recording studio, if you'd like to take a crack at a song! The guest room is divided into 2 sections; a small office type area with a couple chairs (and complimentary guitar, if the mood should strike you), and a large walk-in closet where the bed is located. If you enjoy sleeping in cave-like environments, you will not be disappointed here. The house is over a hundred years old, so it does accumulate dusty fairly easily and is in need of some paint touch-ups, but it's got a ton of character that makes up for it. :) You're welcome to access all areas of the house besides our private rooms (obviously) and basement music studio when we aren't home. You're welcome to check it out when I'm around, but there's a fair amount of expensive equipment lying around down there, and I want to keep it accident-f",Bus stops less than a 3 minutes walk from the house that'll take you straight downtown in 10-20 mins (depending on what area you're headed). Street parking available right outside.,House,Private room,1,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}"
8925878,40335071,"Sweeping Elliott Bay views, Vintage 1927 Queen Anne 4plex. Remodeled w/ new tile & refinished hardwoods. Charm & modern amenities. Beautiful bath, spacious bedroom, tons of light. W/D, 50"" smart TV, free WIFI, HBO. Quiet building in great location! Spacious and updated 1 bed, 1 bath apartment in a beautiful Queen Anne 4plex. Big views of Puget Sound's Elliott Bay!  Fully stocked kitchen, large bedroom, private W/D. Living room has big windows and tons of natural light. Dining area sits 4. Queen bed with brand new mattress in bed, and Queen sized hide-a-bed sofa in living room. 50"" Samsung Smart TV with cable, free HBO, free WIFI. 4 digit keypad entry.  No key exchange needed!  Owner is a local real estate agent and available at all times via text. Owner is a local real estate agent and available at all times via text.  We take our airbnb reviews very seriously and do all we can to keep our guests happy! The West slope of Queen Anne is conveniently located in just North of Downtown Seat","We are located close to 2 main bus stops, we have designated off street parking for this unit, and this is an active UBER location.",Apartment,Entire home/apt,4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}"
6389657,2052160,"I love my little studio! My space might be small, but it's mighty. I have strategically set up my apartment to create a sleeping space, a eating area, and a living room, I even have a patio! Even though I live in a big room, it doesn't feel like it! Guests will have access to the basement that holds the washer and dryer. I will be available at any time if a guest should need assistance. The apartment is in a great location, everything I need is within a 3 block radius. A gym and bank across the street, Trader Joes (popular grocery store) is down the steet, as well as several coffee shops and restaurants.  On of the best views of Seattle is at Kerry Park, head South on Queen Anne Ave and turn right on Highland Drive, you can't miss it! The area is very walkable, though there is a bus line (bus #13) that stops only a few feet away that goes downtown. My apartment is above a bar and on a somewhat busy street, the noise level can be bothersome to some, but usually tends to quiet down aroun","The area is very walkable, though there is a bus line (bus #13) that stops only a few feet away that goes downtown.",Apartment,Entire home/apt,2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
4218733,21896205,"Recently remodeled modern daylight basement apartment in Queen Anne. Close to everything and walking distance to tons of shops and restaurants.     Newly remodeled daylight basement on top of Queen Anne Hill just minutes away from Downtown Seattle, yet still keeps the low key quality of a single family neighborhood.  This is a private apartment with it's own private entry. Guest will have access to a shared Laundry Room.  This neighborhood, and this unit in particular, is extremely walk-able. Everything anyone could need is within a 5 minute walk. I've provided a convenient walking map with legend to help locate everything you may need, with some personal commentary added.  Buses are right around the corner. An Uber X ride downtown is $5-$7. This is also within the Car-to-go service area, with many vehicles parked within the neighborhood.  There is also a dedicated parking space steps from the front door, as well as plenty of on-street parking.  Walking distance to Seattle Pacific Univ","Buses are right around the corner. An Uber X ride downtown is around $5-$7. This is also within the Car-to-go service area, with many vehicles parked within the neighborhood.  There is also a dedicated parking space steps from the front door, as well as plenty of on-street parking.",Apartment,Entire home/apt,4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
2715623,8242272,"Why stay in a hotel costing more, when you can stay, enjoy, luxuriate in a 1909 vintage West Queen Anne cottage restored to its original beauty complete with every amenity you could possibly need. Easy access: downtown,universities,medical,culture . ""Le Bijou"" of Queen Anne (The Jewel of Queen Anne) is a 1909 craftsman's cottage located on the western bluff  facing Puget Sound in coveted Queen Anne .  A true craftsman who developed his skills renovating vintage homes on the east coast recreated the fine details of craftsmanship present  at the turn of the century.  Crown molding, wainscoting, lathe and plaster ceilings and walls were lovingly and meticulously repaired and restored by this artisan/craftsman using techniques and skills not used by craftsmen in today's times. The cottage is completely equipped with all modern conveniences.   ~Enter the cottage along a lite walkway to a garden courtyard  enhanced with plantings that fill the air with sweet flowering fragrances drawing humm","""Le Bijou"" of Queen Anne is 1/2 block from the bus stop and within easy walking distance of lower and upper Queen Anne, Seattle Center, The Gates Foundation and a short hop to South Lakes Union, and all of Seattle's many attractions while providing the ultimate privacy and comfort in a beautiful setting.  For longer distances, a car is recommended.",House,Entire home/apt,3,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}"
6691324,23316664,"Centrally located in Downtown Seattle, this home provides amazing proximity for exploration of Seattle's waterfront & most unique sites. After an exciting day, enjoy this apartment with full kitchen & amenities for a relaxing Seattle stay.",,Apartment,Entire home/apt,2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
